List A,List B,Merged
"[2859, 1963, 2935, 2036]","[1994, 2190, 2050, 2281]","[1994, 1963, 2935, 2281]"
"[2007, 2045, 2060, 2180]","[1685, 2128, 1735, 2202]","[1685, 2045, 2060, 2202]"
"[2896, 2031, 2939, 2081]","[801, 1012, 865, 107]","[801, 1012, 2939, 2081]"
"[1634, 530, 1702, 593]","[2534, 647, 2598, 706]","[1634, 530, 2598, 706]"
"[2534, 1274, 2595, 1332]","[2651, 1806, 2746, 1855]","[2534, 1274, 2746, 1855]"
"[1330, 617, 1378, 749]","[332, 844, 381, 943]","[332, 617, 1378, 943]"
"[2746, 2370, 2875, 2417]","[1803, 343, 848, 438]","[1803, 343, 2875, 2417]"
"[2535, 1792, 2595, 1854]","[2989, 2196, 3036, 2275]","[2535, 1792, 3036, 2275]"
"[3442, 1219, 3510, 1282]","[2886, 244, 2971, 291]","[2886, 244, 3510, 1282]"
"[1322, 519, 1371, 600]","[3069, 662, 3152, 708]","[1322, 519, 3152, 708]"
"[2532, 2365, 2595, 2428]","[3442, 2361, 3511, 2434]","[2532, 2361, 3511, 2434]"
"[3442, 648, 3508, 707]","[811, 740, 856, 872]","[811, 648, 3508, 872]"
"[2745, 657, 2875, 701]","[3442, 1794, 3509, 1857]","[2745, 657, 3509, 1857]"
"[1020, 504, 1225, 603]","[3255, 1874, 3462, 1957]","[1020, 504, 3462, 1957]"
"[3257, 1995, 3430, 2077]","[1018, 936, 1234, 1021]","[1018, 936, 3430, 2077]"
"[2948, 1875, 3110, 1953]","[447, 1107, 588, 1188]","[447, 1107, 3110, 1953]"
"[1801, 937, 2013, 1017]","[1804, 757, 2015, 838]","[1801, 757, 2015, 1017]"
"[1020, 1055, 1194, 1140]","[1698, 1563, 1907, 1642]","[1020, 1055, 1907, 1642]"
"[1024, 755, 1235, 838]","[2946, 2231, 3087, 2310]","[1024, 755, 3087, 2310]"
"[1802, 398, 1975, 462]","[1748, 1874, 1966, 1954]","[1748, 398, 1975, 1954]"
"[3266, 2171, 3394, 2249]","[1566, 629, 1655, 864]","[1566, 629, 3394, 2249]"
"[444, 1225, 609, 1308]","[2066, 2307, 2173, 2404]","[444, 1225, 2173, 2404]"
"[1017, 1268, 1236, 1363]","[1749, 1995, 1923, 2078]","[1017, 1268, 1923, 2078]"
"[1699, 1378, 1869, 1462]","[1804, 633, 1976, 717]","[1699, 633, 1976, 1462]"
"[1802, 1057, 1976, 1140]","[2950, 2090, 3129, 2208]","[1802, 1057, 3129, 2208]"
"[2945, 1987, 3087, 2016]","[2062, 2192, 2268, 2274]","[2062, 1987, 3087, 2274]"
"[2066, 2067, 2203, 2150]","[1747, 2117, 1925, 2196]","[1747, 2067, 2203, 2196]"
"[2947, 2042, 3125, 2071]","[941, 999, 1066, 1096]","[941, 999, 3125, 2071]"
"[1696, 511, 1807, 606]","[2518, 540, 2616, 651]","[1696, 511, 2616, 651]"
"[2518, 1162, 2616, 1276]","[2637, 1580, 2736, 1800]","[2518, 1162, 2736, 1800]"
"[1385, 642, 1556, 725]","[397, 827, 613, 927]","[397, 642, 1556, 927]"
"[2771, 2185, 2848, 2367]","[869, 333, 1053, 426]","[869, 333, 2848, 2367]"
"[2519, 1683, 2616, 1795]","[2985, 2023, 3058, 2161]","[2519, 1683, 3058, 2161]"
"[3436, 1084, 3516, 1214]","[2889, 19, 2972, 229]","[2889, 19, 3516, 1214]"
"[1388, 519, 1589, 602]","[3074, 429, 3152, 652]","[1388, 429, 3152, 652]"
"[2521, 2255, 2617, 2367]","[3443, 2188, 3506, 2355]","[2521, 2188, 3506, 2367]"
"[3438, 504, 3515, 650]","[941, 763, 1083, 845]","[941, 504, 3515, 845]"
"[2768, 466, 2850, 651]","[3436, 1652, 3516, 1783]","[2768, 466, 3516, 1783]"
"[2745, 1788, 2869, 1856]","[1321, 768, 1369, 842]","[1321, 768, 2869, 1856]"
"[334, 955, 398, 1020]","[803, 886, 849, 966]","[334, 886, 849, 1020]"
"[3316, 1233, 3392, 1282]","[2745, 1280, 2870, 1322]","[2745, 1233, 3392, 1322]"
"[2882, 2382, 2965, 2429]","[2875, 1287, 2964, 1337]","[2875, 1287, 2965, 2429]"
"[3169, 650, 3303, 702]","[1321, 890, 1387, 955]","[1321, 650, 3303, 955]"
"[3312, 2378, 3391, 2430]","[3321, 666, 3389, 693]","[3312, 666, 3391, 2430]"
"[2649, 2381, 2724, 2429]","[340, 694, 386, 823]","[340, 694, 2724, 2429]"
"[2884, 663, 2969, 709]","[2879, 1807, 2966, 1857]","[2879, 663, 2969, 1857]"
"[2988, 1046, 3038, 1130]","[2641, 662, 2725, 708]","[2641, 662, 3038, 1130]"
"[2653, 1289, 2724, 1332]","[6559, 2341, 6710, 2567]","[2653, 1289, 6710, 2567]"
"[549, 1059, 676, 1242]","[1666, 4216, 1795, 4408]","[549, 1059, 1795, 4408]"
"[6858, 1493, 7020, 1751]","[6765, 4290, 6916, 4431]","[6765, 1493, 7020, 4431]"
"[1687, 3956, 1786, 4201]","[956, 4376, 1086, 4521]","[956, 3956, 1786, 4521]"
"[845, 3525, 980, 3677]","[1051, 2142, 1176, 2339]","[845, 2142, 1176, 3677]"
"[3085, 505, 3220, 714]","[5644, 1318, 5764, 1494]","[3085, 505, 5764, 1494]"
"[14419, 1079, 4559, 1212]","[4311, 3543, 4454, 3683]","[4311, 1079, 4559, 3683]"
"[3444, 1480, 3702, 1584]","[1664, 4953, 1787, 5156]","[1664, 1480, 3702, 5156]"
"[4312, 4959, 4438, 5147]","[563, 789, 662, 1029]","[563, 789, 4438, 5147]"
"[1690, 3109, 1970, 3219]","[2374, 2140, 2496, 2328]","[1690, 2140, 2496, 3219]"
"[4341, 4669, 4441, 4919]","[5229, 4227, 5353, 4394]","[4341, 4227, 5353, 4919]"
"[6867, 1075, 7012, 1217]","[5645, 1079, 5782, 1217]","[5645, 1075, 7012, 1217]"
"[2274, 3012, 2401, 3174]","[4318, 4478, 4430, 4665]","[2274, 3012, 4430, 4665]"
"[4046, 3012, 4122, 3166]","[3294, 3012, 3412, 3169]","[3294, 3012, 4122, 3169]"
"[4342, 3730, 4442, 3985]","[3091, 3572, 3208, 3732]","[3091, 3572, 4442, 3985]"
"[6864, 1302, 6995, 1459]","[4519, 2145, 4636, 2298]","[4519, 1302, 6995, 2298]"
"[2766, 1682, 2847, 1792]","[1384, 756, 1586, 855]","[1384, 756, 2847, 1792]"
"[394, 955, 503, 1048]","[939, 886, 1098, 966]","[394, 886, 1098, 1048]"
"[3333, 1066, 3378, 1218]","[2769, 1094, 2851, 1277]","[2769, 1066, 3378, 1277]"
"[2890, 2155, 2967, 2363]","[2887, 1056, 2967, 1276]","[2887, 1056, 2967, 2363]"
"[3197, 464, 3275, 645]","[1385, 885, 1523, 967]","[1385, 464, 3275, 967]"
"[3316, 2149, 3396, 2365]","[3308, 418, 3403, 649]","[3308, 418, 3403, 2365]"
"[2641, 2146, 2735, 2369]","[397, 717, 541, 798]","[397, 717, 2735, 2369]"
"[2891, 438, 2970, 653]","[2888, 1589, 2971, 1791]","[2888, 438, 2971, 1791]"
"[2986, 876, 3058, 1023]","[2649, 443, 2727, 648]","[2649, 443, 3058, 1023]"
"[2649, 1097, 2725, 1273]","[6699, 2386, 6848, 2541]","[2649, 1097, 6848, 2541]"
"[670, 1045, 1008, 1248]","[1792, 4212, 2131, 4401]","[670, 1045, 2131, 4401]"
"[6995, 1547, 7213, 1704]","[6900, 4275, 7104, 4468]","[6900, 1547, 7213, 4468]"
"[1792, 3995, 2013, 4147]","[1082, 4373, 1342, 4532]","[1082, 3995, 2013, 4532]"
"[956, 3554, 1146, 3657]","[1178, 2179, 1505, 2268]","[956, 2179, 1505, 3657]"
"[3213, 540, 3543, 631]","[5777, 1344, 6090, 1433]","[3213, 540, 6090, 1433]"
"[4548, 1072, 4835, 1223]","[4442, 3523, 4702, 3714]","[4442, 1072, 4835, 3714]"
"[3500, 1189, 3650, 1478]","[1800, 4985, 2114, 5075]","[1800, 1189, 3650, 5075]"
"[4449, 4983, 4777, 5072]","[674, 837, 889, 982]","[674, 837, 4777, 5072]"
"[1752, 2828, 1922, 3113]","[2509, 2172, 2831, 2261]","[1752, 2172, 2831, 3113]"
"[4444, 4711, 4723, 4874]","[5368, 4271, 5616, 4357]","[4444, 4271, 5616, 4874]"
"[7000, 1074, 7251, 1227]","[5770, 1072, 6021, 1226]","[5770, 1072, 7251, 1227]"
"[2397, 3041, 2682, 3136]","[4450, 4464, 4798, 4640]","[2397, 3041, 4798, 4640]"
"[4146, 3044, 4408, 3134]","[3421, 3041, 3714, 3135]","[3421, 3041, 4408, 3135]"
"[4448, 3771, 4716, 3943]","[3225, 3606, 3520, 3704]","[3225, 3606, 4716, 3943]"
"[6998, 1343, 7265, 1436]","[4646, 217, 4937, 2264]","[4646, 217, 7265, 2264]"
"[1660, 4474, 1776, 4637]","[6901, 1784, 6990, 1945]","[1660, 1784, 6990, 4637]"
"[4757, 3579, 4838, 3716]","[2686, 4938, 2804, 5117]","[2686, 3579, 4838, 5117]"
"[6586, 2132, 6677, 2289]","[2702, 4650, 2809, 4926]","[2702, 2132, 6677, 4926]"
"[3300, 2303, 3438, 2439]","[2386, 2335, 2514, 2581]","[2386, 2303, 3438, 2581]"
"[438, 3221, 560, 3380]","[3116, 3762, 3214, 4020]","[438, 3221, 3214, 4020]"
"[14035, 2723, 4135, 2969]","[540, 1771, 657, 1939]","[540, 1771, 4135, 2969]"
"[1687, 4654, 1786, 4919]","[2385, 2585, 2520, 2807]","[1687, 2585, 2520, 4919]"
"[5226, 4419, 5384, 4682]","[946, 4657, 1087, 4919]","[946, 4419, 5384, 4919]"
"[6761, 4026, 6889, 4198]","[1675, 3755, 1832, 3937]","[1675, 3755, 6889, 4198]"
"[14280, 4321, 4422, 4447]","[5143, 4549, 5360, 4665]","[5143, 4321, 5360, 4665]"
"[1669, 2240, 1800, 2382]","[6336, 1569, 6484, 1700]","[1669, 1569, 6484, 2382]"
"[3959, 4724, 4209, 4871]","[2074, 3244, 2205, 3430]","[2074, 3244, 4209, 4871]"
"[3815, 3237, 3944, 3438]","[3909, 2275, 4052, 2418]","[3815, 2275, 4052, 3438]"
"[6867, 3766, 6997, 3947]","[702, 1899, 919, 2005]","[702, 1899, 6997, 3947]"
"[3505, 262, 3646, 402]","[2319, 458, 2574, 554]","[2319, 262, 3646, 554]"
"[1363, 4344, 1496, 4486]","[2073, 2560, 2183, 2742]","[1363, 2560, 2183, 4486]"
"[2480, 2199, 2593, 2389]","[5150, 3116, 5359, 3229]","[2480, 2199, 5359, 3229]"
"[1195, 772, 1390, 886]","[5608, 3809, 5861, 3953]","[1195, 772, 5861, 3953]"
"[719, 3328, 905, 3430]","[2281, 4343, 2416, 4488]","[719, 3328, 2416, 4488]"
"[5459, 855, 5609, 978]","[2096, 3454, 2193, 3704]","[2096, 855, 5609, 3704]"
"[1360, 4567, 1468, 4733]","[3489, 966, 3623, 1129]","[1360, 966, 3623, 4733]"
"[3194, 1906, 3337, 2032]","[6872, 3526, 7013, 3663]","[3194, 1906, 7013, 3663]"
"[5463, 3811, 5613, 3952]","[2277, 4570, 2398, 4737]","[2277, 3811, 5613, 4737]"
"[6030, 1589, 6297, 1673]","[699, 1285, 869, 1399]","[699, 1285, 6297, 1673]"
"[5511, 2418, 5662, 2485]","[6759, 760, 6896, 927]","[5511, 760, 6896, 2485]"
"[7002, 1821, 7256, 1907]","[4860, 3608, 5114, 3699]","[4860, 1821, 7256, 3699]"
"[2819, 4987, 3072, 5074]","[6693, 2174, 6954, 2265]","[2819, 2174, 6954, 5074]"
"[2820, 4710, 3107, 4874]","[3424, 2303, 3689, 2448]","[2820, 2303, 3689, 4874]"
"[2516, 2386, 2789, 2542]","[568, 3247, 898, 3338]","[568, 2386, 2789, 3338]"
"[4146, 2773, 4429, 2928]","[672, 1820, 982, 1907]","[672, 1820, 4429, 2928]"
"[2523, 2658, 2865, 2747]","[5370, 4478, 5638, 4635]","[2523, 2658, 5638, 4635]"
"[1085, 4711, 1291, 4873]","[6911, 4082, 7212, 4168]","[1085, 4082, 7212, 4873]"
"[1827, 3787, 2238, 3893]","[4444, 4355, 4707, 4412]","[1827, 3787, 4707, 4412]"
"[5184, 4199, 5277, 4540]","[1771, 2269, 1976, 2363]","[1771, 2269, 5277, 4540]"
"[6313, 1335, 6494, 1568]","[4001, 4420, 4185, 4740]","[4001, 1335, 6494, 4740]"
"[2208, 3245, 2536, 3433]","[3944, 3245, 4279, 3433]","[2208, 3245, 4279, 3433]"
"[4046, 2258, 4279, 2455]","[7003, 3791, 7324, 3886]","[4046, 2258, 7324, 3886]"
"[1486, 4341, 1762, 4490]","[2200, 2588, 2518, 2672]","[1486, 2588, 2518, 4490]"
"[2604, 2226, 2931, 2320]","[5188, 2780, 5274, 3107]","[2604, 2226, 5274, 3107]"
"[5658, 3529, 5821, 3830]","[745, 2981, 839, 3312]","[745, 2981, 5821, 3830]"
"[2205, 3506, 2419, 3664]","[1487, 4612, 1746, 4704]","[1487, 3506, 2419, 4704]"
"[3635, 1005, 387, 1086]","[3326, 1888, 3536, 2074]","[3326, 1005, 3536, 2074]"
"[7007, 3523, 7279, 3675]","[5499, 3639, 5585, 3822]","[5499, 3523, 7279, 3822]"
"[2414, 4606, 2666, 4703]","[6093, 1292, 6246, 1584]","[2414, 1292, 6246, 4703]"
"[5535, 2130, 5631, 2396]","[6899, 792, 7157, 889]","[5535, 792, 7157, 2396]"
"[4645, 1594, 4694, 1702]","[2132, 485, 2200, 674]","[2132, 485, 4694, 1702]"
"[2113, 910, 2190, 1025]","[2551, 3593, 2616, 3792]","[2113, 910, 2616, 3792]"
"[977, 910, 1019, 1017]","[4107, 2747, 4189, 2873]","[977, 910, 4189, 2873]"
"[3194, 1302, 3277, 1416]","[2773, 2231, 2894, 2422]","[2773, 1302, 3277, 2422]"
"[4889, 1298, 4946, 1409]","[948, 1289, 1022, 1407]","[948, 1289, 4946, 1409]"
"[5276, 2477, 5358, 2583]","[4196, 913, 4276, 1026]","[4196, 913, 5358, 2583]"
"[1525, 1977, 1638, 2078]","[2113, 1286, 2197, 1419]","[1525, 1286, 2197, 2078]"
"[4632, 1751, 4706, 1937]","[2495, 3286, 2601, 3393]","[2495, 1751, 4706, 3393]"
"[4877, 1065, 4957, 1260]","[2779, 2069, 2859, 2196]","[2779, 1065, 4957, 2196]"
"[3211, 1064, 3287, 1262]","[2107, 1059, 2222, 1262]","[2107, 1059, 3287, 1262]"
"[942, 1065, 1055, 1261]","[3776, 2070, 3855, 2189]","[942, 1065, 3855, 2189]"
"[1527, 2103, 1626, 2213]","[4212, 1062, 4288, 1256]","[1527, 1062, 4288, 2213]"
"[3795, 2228, 3869, 2424]","[4613, 1051, 4713, 1150]","[3795, 1051, 4713, 2424]"
"[1204, 3928, 1296, 4027]","[3366, 3917, 3473, 4019]","[1204, 3917, 3473, 4027]"
"[1615, 699, 714, 842]","[14276, 2580, 4357, 2728]","[1615, 699, 4357, 2728]"
"[14943, 2580, 5028, 2731]","[4943, 2386, 5053, 2490]","[4943, 2386, 5053, 2731]"
"[2444, 715, 2550, 819]","[778, 2585, 846, 2728]","[778, 715, 2550, 2728]"
"[4691, 3764, 4806, 3874]","[1692, 2732, 1803, 2915]","[1692, 2732, 4806, 3874]"
"[2206, 2032, 2301, 2165]","[1455, 718, 1557, 821]","[1455, 718, 2301, 2165]"
"[14694, 3255, 4776, 3406]","[630, 478, 701, 677]","[630, 478, 4776, 3406]"
"[3446, 916, 3518, 1054]","[616, 335, 687, 470]","[616, 335, 3518, 1054]"
"[3447, 718, 3550, 821]","[4691, 3608, 4806, 3727]","[3447, 718, 4806, 3727]"
"[3364, 2389, 3465, 2487]","[789, 2387, 883, 2489]","[789, 2387, 3465, 2489]"
"[4282, 2388, 4389, 2489]","[4276, 2969, 4358, 3083]","[4276, 2388, 4389, 3083]"
"[3364, 3712, 3440, 3838]","[5526, 2998, 5634, 3113]","[3364, 2998, 5634, 3838]"
"[4715, 1614, 4931, 1685]","[2210, 516, 2384, 637]","[2210, 516, 4931, 1685]"
"[2216, 934, 2445, 1003]","[2635, 3629, 2859, 3757]","[2216, 934, 2859, 3757]"
"[1045, 930, 1264, 1003]","[4221, 2812, 4435, 2889]","[1045, 930, 4435, 2889]"
"[3303, 1316, 3526, 1392]","[2882, 2265, 3110, 2391]","[2882, 1316, 3526, 2391]"
"[4971, 1315, 5177, 1394]","[1055, 1317, 1300, 1394]","[1055, 1315, 5177, 1394]"
"[5381, 2485, 5653, 2556]","[4285, 930, 4525, 1001]","[4285, 930, 5653, 2556]"
"[1630, 1931, 1805, 2094]","[2223, 1317, 2467, 1390]","[1630, 1317, 2467, 2094]"
"[4715, 1779, 4942, 1908]","[2636, 3321, 2841, 3362]","[2636, 1779, 4942, 3362]"
"[4976, 1097, 5196, 1234]","[2891, 2100, 3129, 2167]","[2891, 1097, 5196, 2167]"
"[3308, 1103, 3552, 1227]","[2206, 1093, 2348, 1227]","[2206, 1093, 3552, 1227]"
"[1054, 1099, 1275, 1229]","[3887, 2095, 4130, 2171]","[1054, 1099, 4130, 2171]"
"[1628, 2135, 1774, 2202]","[4304, 1099, 4557, 1227]","[1628, 1099, 4557, 2202]"
"[3885, 2260, 4116, 2392]","[4712, 1029, 4888, 1181]","[3885, 1029, 4888, 2392]"
"[1295, 3904, 1495, 4059]","[3468, 3897, 3666, 4049]","[1295, 3897, 3666, 4059]"
"[719, 695, 991, 845]","[4379, 2599, 4637, 2670]","[719, 695, 4637, 2670]"
"[5051, 2601, 5305, 2669]","[5045, 2370, 5256, 2505]","[5045, 2370, 5305, 2669]"
"[2551, 707, 2749, 832]","[879, 2601, 1144, 2668]","[879, 707, 2749, 2668]"
"[4798, 3749, 4971, 3903]","[1800, 2765, 1928, 2894]","[1800, 2765, 4971, 3903]"
"[2309, 2017, 2822, 2223]","[1541, 707, 1765, 832]","[1541, 707, 2822, 2223]"
"[4796, 3274, 5059, 3350]","[713, 514, 890, 638]","[713, 514, 5059, 3350]"
"[3546, 927, 3812, 1005]","[721, 350, 976, 424]","[721, 350, 3812, 1005]"
"[3566, 720, 3818, 822]","[4794, 3627, 4943, 3695]","[3566, 720, 4943, 3695]"
"[3455, 2385, 3741, 2485]","[879, 2387, 1151, 2485]","[879, 2385, 3741, 2485]"
"[4379, 2372, 4606, 2500]","[4384, 2988, 4615, 3061]","[4379, 2372, 4615, 3061]"
"[3466, 3741, 3676, 3814]","[5630, 3023, 5777, 3088]","[3466, 3023, 5777, 3814]"
"[3520, 674, 3623, 933]","[6889, 3958, 6997, 4198]","[3520, 674, 6997, 4198]"
"[5866, 3806, 6082, 3949]","[3903, 2035, 4030, 2192]","[3903, 2035, 6082, 3949]"
"[1434, 1262, 1574, 1392]","[5509, 4655, 5672, 4735]","[1434, 1262, 5672, 4735]"
"[2076, 3037, 2184, 3181]","[5613, 857, 5864, 989]","[2076, 857, 5864, 3181]"
"[1428, 749, 1568, 881]","[3842, 3027, 3919, 3181]","[1428, 749, 3919, 3181]"
"[5702, 4639, 5965, 4748]","[6864, 4240, 6986, 4403]","[5702, 4240, 6986, 4748]"
"[5698, 2397, 5964, 2497]","[3837, 3453, 3932, 3701]","[3837, 2397, 5964, 3701]"
"[3222, 1520, 3326, 1767]","[4871, 3117, 5122, 3211]","[3222, 1520, 5122, 3211]"
"[4859, 4539, 5129, 4647]","[3815, 3735, 3984, 3918]","[3815, 3735, 5129, 4647]"
"[2072, 3734, 2235, 3919]","[5863, 1565, 6003, 1700]","[2072, 1565, 6003, 3919]"
"[2100, 2752, 2191, 2985]","[909, 3310, 1159, 3417]","[909, 2752, 2191, 3417]"
"[6506, 4718, 6765, 4875]","[2066, 2004, 2217, 2233]","[2066, 2004, 6765, 4875]"
"[5644, 3066, 5785, 3201]","[6457, 1995, 6603, 2130]","[5644, 1995, 6603, 3201]"
"[2690, 2086, 2825, 2221]","[3805, 3600, 3952, 3809]","[2690, 2086, 3952, 3809]"
"[3291, 4763, 3444, 5015]","[3099, 832, 3233, 1009]","[3099, 832, 3444, 5015]"
"[5131, 2233, 5247, 2420]","[5134, 1999, 5270, 2129]","[5131, 1999, 5270, 2420]"
"[6225, 463, 6422, 568]","[3300, 4344, 3439, 4484]","[3300, 463, 6422, 4484]"
"[2683, 2711, 2810, 2904]","[6944, 1369, 7098, 1500]","[2683, 1369, 7098, 2904]"
"[6455, 2232, 6583, 2427]","[3299, 4586, 3414, 4772]","[3299, 2232, 6583, 4772]"
"[5858, 982, 6034, 1090]","[3096, 1083, 3220, 1245]","[3096, 982, 6034, 1245]"
"[2069, 1807, 2191, 1989]","[647, 4203, 777, 4360]","[647, 1807, 2191, 4360]"
"[1459, 4031, 1576, 4207]","[4626, 991, 4765, 1126]","[1459, 991, 4765, 4207]"
"[4626, 4343, 4765, 4489]","[6214, 1387, 6417, 1493]","[4626, 1387, 6417, 4489]"
"[911, 1772, 1048, 1897]","[1463, 3790, 1595, 3975]","[911, 1772, 1595, 3975]"
"[5065, 3058, 5141, 3210]","[3909, 615, 4057, 756]","[3909, 615, 5141, 3210]"
"[6999, 4003, 7294, 4160]","[5934, 3462, 6025, 3816]","[5934, 3462, 7294, 4160]"
"[4046, 2074, 4296, 2162]","[1423, 1011, 1581, 1262]","[1423, 1011, 4296, 2162]"
"[5536, 4376, 5634, 4643]","[2205, 3066, 2487, 3153]","[2205, 3066, 5634, 4643]"
"[5657, 567, 5822, 849]","[1438, 536, 1600, 755]","[1438, 536, 5822, 849]"
"[3945, 3065, 4197, 3155]","[5748, 4337, 5908, 4642]","[3945, 3065, 5908, 4642]"
"[7004, 4273, 7291, 4358]","[5754, 2090, 5903, 2391]","[5754, 2090, 7291, 4358]"
"[3936, 3499, 4155, 3663]","[3328, 1562, 3608, 1725]","[3328, 1562, 4155, 3663]"
"[4924, 2805, 5068, 3106]","[4916, 4232, 5074, 4541]","[4916, 2805, 5074, 4541]"
"[3953, 3767, 4358, 3872]","[2231, 3766, 2649, 3869]","[2231, 3766, 4358, 3872]"
"[5830, 1217, 6042, 1573]","[2202, 2795, 2497, 2948]","[2202, 1217, 6042, 2948]"
"[962, 3009, 1106, 3314]","[6285, 4521, 6378, 4742]","[962, 3009, 6378, 4742]"
"[2199, 2037, 2413, 2198]","[5768, 3040, 5990, 3234]","[2199, 2037, 5990, 3234]"
"[6595, 1988, 6870, 2143]","[2818, 2073, 3027, 2259]","[2818, 1988, 6870, 2259]"
"[3946, 3590, 4598, 3852]","[3426, 4817, 3712, 4971]","[3426, 3590, 4598, 4971]"
"[3225, 831, 3573, 1016]","[5271, 2261, 5579, 2348]","[3225, 831, 5579, 2348]"
"[5258, 1990, 5520, 2146]","[6249, 126, 6355, 454]","[5258, 126, 6355, 2146]"
"[3424, 4346, 3690, 4490]","[2823, 2738, 3135, 2837]","[2823, 2738, 3690, 4490]"
"[6954, 1031, 7079, 1374]","[6593, 2262, 6916, 2353]","[6593, 1031, 7079, 2353]"
"[3429, 4607, 3745, 4702]","[5901, 662, 5992, 973]","[3429, 662, 5992, 4702]"
"[3229, 1119, 3480, 1206]","[2199, 1834, 2519, 1922]","[2199, 1119, 3480, 1922]"
"[775, 4241, 945, 4331]","[1596, 4085, 1840, 4162]","[775, 4085, 1840, 4331]"
"[4757, 974, 4966, 1150]","[4750, 4342, 5005, 4489]","[4750, 974, 5005, 4489]"
"[6249, 1044, 6352, 1378]","[891, 1557, 1062, 1781]","[891, 1044, 6352, 1781]"
"[1606, 3790, 1926, 3979]","[5165, 3090, 5432, 3188]","[1606, 3090, 5432, 3979]"
"[6420, 1359, 6669, 1499]","[2073, 2692, 2190, 2855]","[2073, 1359, 6669, 2855]"
"[3807, 3067, 3919, 3218]","[2707, 2423, 2807, 2664]","[2707, 2423, 3919, 3218]"
"[675, 4638, 748, 4806]","[2691, 2268, 2827, 2410]","[675, 2268, 2827, 4806]"
"[785, 472, 958, 581]","[509, 463, 770, 556]","[509, 463, 958, 581]"
"[642, 4045, 767, 4167]","[5134, 2705, 5252, 2862]","[642, 2705, 5252, 4167]"
"[1458, 4632, 1579, 4811]","[4624, 4576, 4738, 4729]","[1458, 4576, 4738, 4811]"
"[14652, 708, 4752, 945]","[4046, 2705, 4124, 2866]","[4046, 708, 4752, 2866]"
"[3112, 1266, 3225, 1530]","[1482, 4234, 1586, 4499]","[1482, 1266, 3225, 4499]"
"[5154, 2426, 5256, 2672]","[4624, 504, 4788, 677]","[4624, 504, 5256, 2672]"
"[673, 4352, 767, 4615]","[3829, 3256, 3929, 3503]","[673, 3256, 3929, 4615]"
"[1460, 3464, 1627, 3654]","[3093, 507, 3269, 690]","[1460, 507, 3269, 3654]"
"[2323, 1516, 2380, 1568]","[589, 1558, 642, 1609]","[589, 1516, 2380, 1609]"
"[981, 434, 1039, 485]","[2896, 1521, 2981, 1568]","[981, 434, 2981, 1568]"
"[1833, 1438, 1915, 1485]","[827, 1932, 885, 1986]","[827, 1438, 1915, 1986]"
"[651, 725, 705, 774]","[1525, 600, 1582, 651]","[651, 600, 1582, 774]"
"[2166, 598, 2229, 648]","[1488, 1683, 1546, 1737]","[1488, 598, 2229, 1737]"
"[1246, 1978, 1329, 2028]","[1249, 1690, 1326, 1734]","[1246, 1690, 1329, 2028]"
"[2566, 434, 2623, 484]","[2629, 1185, 2684, 1234]","[2566, 434, 2684, 1234]"
"[1426, 268, 1501, 318]","[2709, 1892, 2787, 1943]","[1426, 268, 2787, 1943]"
"[795, 1308, 868, 1360]","[524, 808, 579, 859]","[524, 808, 868, 1360]"
"[2883, 1898, 2968, 1942]","[322, 1937, 432, 1981]","[322, 1898, 2968, 1981]"
"[2701, 1524, 2781, 1568]","[2781, 1522, 2883, 1560]","[2701, 1522, 2883, 1568]"
"[1761, 1714, 1811, 1777]","[1761, 1215, 1813, 1278]","[1761, 1215, 1813, 1777]"
"[249, 484, 314, 517]","[2017, 936, 2070, 984]","[249, 484, 2070, 984]"
"[6462, 1074, 6626, 1382]","[1810, 2584, 1902, 2887]","[1810, 1074, 6626, 2887]"
"[3934, 3097, 4236, 3186]","[2822, 2465, 3101, 2629]","[2822, 2465, 4236, 3186]"
"[775, 4683, 1026, 4766]","[2814, 2308, 2989, 2392]","[775, 2308, 2989, 4766]"
"[836, 196, 922, 455]","[565, 130, 719, 463]","[565, 130, 922, 463]"
"[766, 4011, 985, 4192]","[5263, 2740, 5548, 2835]","[766, 2740, 5548, 4192]"
"[1590, 4672, 1900, 4762]","[4757, 4611, 5050, 4700]","[1590, 4611, 5050, 4762]"
"[4758, 745, 4975, 908]","[4139, 2733, 4409, 2835]","[4139, 745, 4975, 2835]"
"[3237, 1322, 3511, 1486]","[1597, 4287, 1877, 4444]","[1597, 1322, 3511, 4444]"
"[5272, 2466, 5553, 2622]","[4788, 539, 5173, 631]","[4788, 539, 5553, 2622]"
"[782, 4404, 1056, 4563]","[3945, 3302, 4224, 3458]","[782, 3302, 4224, 4563]"
"[1596, 3494, 2018, 3600]","[3256, 532, 3649, 635]","[1596, 532, 3649, 3600]"
"[909, 1640, 948, 1772]","[2313, 1416, 2390, 1517]","[909, 1416, 2390, 1772]"
"[574, 1397, 655, 1500]","[971, 338, 1049, 433]","[574, 338, 1049, 1500]"
"[2909, 1386, 2948, 1518]","[1846, 1301, 1885, 1435]","[1846, 1301, 2948, 1518]"
"[817, 1829, 899, 1939]","[636, 623, 717, 728]","[636, 623, 899, 1939]"
"[1512, 502, 1592, 602]","[2154, 505, 2223, 602]","[1512, 502, 2223, 602]"
"[1478, 1596, 1558, 1685]","[1262, 1843, 1299, 1978]","[1262, 1596, 1558, 1978]"
"[1261, 1554, 1300, 1686]","[2552, 333, 2631, 437]","[1261, 333, 2631, 1686]"
